REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,Tivoli Gardens,PARK,2019-09-07 08:30:00.000,2019-09-07 09:30:00.000,2019-09-08 08:18:31.000,2019-09-07
,PortAventura World,PARK,2018-02-04 10:00:00.000,2018-02-04 20:00:00.000,2018-02-05 07:52:29.000,2018-02-04
,PortAventura World,PARK,2020-01-10 08:30:00.000,2020-01-10 09:30:00.000,2020-01-11 08:02:35.000,2020-01-10
,Tivoli Gardens,PARK,2018-12-24 09:00:00.000,2018-12-24 20:00:00.000,2018-12-25 07:48:11.000,2018-12-24
,PortAventura World,PARK,2022-05-28 08:30:00.000,2022-05-28 09:30:00.000,2022-05-29 08:45:29.000,2022-05-28
,PortAventura World,PARK,2018-07-13 10:00:00.000,2018-07-13 23:00:00.000,2018-07-14 08:04:05.000,2018-07-13
,PortAventura World,PARK,2018-09-06 10:00:00.000,2018-09-06 21:00:00.000,2018-09-07 08:53:04.000,2018-09-06
,Tivoli Gardens,PARK,2019-08-06 08:30:00.000,2019-08-06 09:30:00.000,2019-08-07 07:41:33.000,2019-08-06
,PortAventura World,PARK,2020-02-12 10:00:00.000,2020-02-12 19:00:00.000,2020-02-13 07:49:25.000,2020-02-12
,Tivoli Gardens,PARK,2019-01-01 08:30:00.000,2019-01-01 09:30:00.000,2019-01-02 09:08:56.000,2019-01-01
,PortAventura World,PARK,2019-04-15 08:30:00.000,2019-04-15 09:30:00.000,2019-04-16 08:19:22.000,2019-04-15
,PortAventura World,PARK,2020-01-16 10:00:00.000,2020-01-16 18:30:00.000,2020-01-17 08:23:28.000,2020-01-16
,Tivoli Gardens,PARK,2018-03-16 10:00:00.000,2018-03-16 20:00:00.000,2018-03-17 08:14:22.000,2018-03-16
,PortAventura World,PARK,2019-01-18 08:30:00.000,2019-01-18 09:30:00.000,2019-01-19 09:09:31.000,2019-01-18
,Tivoli Gardens,PARK,2019-10-16 10:00:00.000,2019-10-16 18:00:00.000,2019-10-17 08:12:36.000,2019-10-16
,PortAventura World,PARK,2018-06-24 08:30:00.000,2018-06-24 09:30:00.000,2018-06-25 08:03:50.000,2018-06-24
,PortAventura World,PARK,2018-06-03 08:30:00.000,2018-06-03 09:30:00.000,2018-06-04 07:46:39.000,2018-06-03
,PortAventura World,PARK,2018-05-16 10:00:00.000,2018-05-16 22:30:00.000,2018-05-17 08:42:42.000,2018-05-16
,Tivoli Gardens,PARK,2019-08-27 10:00:00.000,2019-08-27 20:00:00.000,2019-08-28 07:43:46.000,2019-08-27
,Tivoli Gardens,PARK,2019-12-01 08:30:00.000,2019-12-01 09:30:00.000,2019-12-02 07:43:08.000,2019-12-01
,PortAventura World,PARK,2019-07-21 08:30:00.000,2019-07-21 09:30:00.000,2019-07-22 07:44:41.000,2019-07-21
,Tivoli Gardens,PARK,2018-03-26 10:00:00.000,2018-03-26 18:00:00.000,2018-03-27 08:05:11.000,2018-03-26
,Tivoli Gardens,PARK,2019-07-23 08:30:00.000,2019-07-23 09:30:00.000,2019-07-24 09:15:33.000,2019-07-23
,PortAventura World,PARK,2019-03-12 10:00:00.000,2019-03-12 19:30:00.000,2019-03-13 07:31:51.000,2019-03-12
,Tivoli Gardens,PARK,2018-04-26 08:30:00.000,2018-04-26 09:30:00.000,2018-04-27 07:59:45.000,2018-04-26
,PortAventura World,PARK,2018-10-14 10:00:00.000,2018-10-14 21:00:00.000,2018-10-15 08:02:08.000,2018-10-14
,Tivoli Gardens,PARK,2018-05-04 10:00:00.000,2018-05-04 19:00:00.000,2018-05-05 11:16:52.000,2018-05-04
,PortAventura World,PARK,2018-01-23 08:30:00.000,2018-01-23 09:30:00.000,2018-01-24 07:44:15.000,2018-01-23
,Tivoli Gardens,PARK,2019-09-19 08:30:00.000,2019-09-19 09:30:00.000,2019-09-20 07:49:01.000,2019-09-19
,Tivoli Gardens,PARK,2018-12-01 08:00:00.000,2018-12-01 09:00:00.000,2018-12-02 07:58:25.000,2018-12-01
,Tivoli Gardens,PARK,2022-05-18 08:30:00.000,2022-05-18 09:30:00.000,2022-05-19 09:14:15.000,2022-05-18
,PortAventura World,PARK,2019-11-19 10:00:00.000,2019-11-19 19:00:00.000,2019-11-20 07:59:08.000,2019-11-19
,Tivoli Gardens,PARK,2018-09-25 08:30:00.000,2018-09-25 09:30:00.000,2018-09-26 09:05:31.000,2018-09-25
,PortAventura World,PARK,2019-09-04 10:00:00.000,2019-09-04 21:00:00.000,2019-09-05 08:21:46.000,2019-09-04
,Tivoli Gardens,PARK,2018-06-24 08:30:00.000,2018-06-24 09:30:00.000,2018-06-25 08:03:51.000,2018-06-24
,PortAventura World,PARK,2019-07-08 10:00:00.000,2019-07-08 23:00:00.000,2019-07-09 07:19:05.000,2019-07-08
,Tivoli Gardens,PARK,2018-11-14 08:30:00.000,2018-11-14 09:30:00.000,2018-11-15 07:39:15.000,2018-11-14
,Tivoli Gardens,PARK,2018-09-17 10:00:00.000,2018-09-17 18:00:00.000,2018-09-18 07:42:08.000,2018-09-17
,Tivoli Gardens,PARK,2018-09-14 08:30:00.000,2018-09-14 09:30:00.000,2018-09-15 08:47:56.000,2018-09-14
,Tivoli Gardens,PARK,2018-06-03 08:30:00.000,2018-06-03 09:30:00.000,2018-06-04 07:46:42.000,2018-06-03
,PortAventura World,PARK,2019-02-05 10:00:00.000,2019-02-05 19:00:00.000,2019-02-06 08:37:17.000,2019-02-05
,PortAventura World,PARK,2019-10-31 08:30:00.000,2019-10-31 09:30:00.000,2019-11-01 08:22:43.000,2019-10-31
,PortAventura World,PARK,2019-01-30 10:00:00.000,2019-01-30 18:30:00.000,2019-01-31 07:49:51.000,2019-01-30
,Tivoli Gardens,PARK,2020-02-14 10:00:00.000,2020-02-14 19:00:00.000,2020-02-15 07:33:44.000,2020-02-14
,PortAventura World,PARK,2022-07-17 08:30:00.000,2022-07-17 09:30:00.000,2022-07-18 07:26:13.000,2022-07-17
,Tivoli Gardens,PARK,2019-10-15 08:30:00.000,2019-10-15 09:30:00.000,2019-10-16 07:48:44.000,2019-10-15
,Tivoli Gardens,PARK,2019-12-12 08:30:00.000,2019-12-12 09:30:00.000,2019-12-13 08:27:35.000,2019-12-12
,PortAventura World,PARK,2022-04-04 08:30:00.000,2022-04-04 09:30:00.000,2022-04-05 08:54:31.000,2022-04-04
,Tivoli Gardens,PARK,2018-04-04 10:00:00.000,2018-04-04 19:00:00.000,2018-04-05 07:49:02.000,2018-04-04
,Tivoli Gardens,PARK,2022-08-09 00:00:00.000,2022-08-09 00:00:00.000,2022-08-10 07:51:22.000,2022-08-09
,Tivoli Gardens,PARK,2020-02-08 10:00:00.000,2020-02-08 19:00:00.000,2020-02-09 08:10:05.000,2020-02-08
,Tivoli Gardens,PARK,2018-06-28 10:00:00.000,2018-06-28 19:00:00.000,2018-06-29 09:11:51.000,2018-06-28
,Tivoli Gardens,PARK,2018-11-24 08:00:00.000,2018-11-24 09:00:00.000,2018-11-25 07:29:36.000,2018-11-24
,Tivoli Gardens,PARK,2022-06-10 08:30:00.000,2022-06-10 09:30:00.000,2022-06-11 08:10:07.000,2022-06-10
,Tivoli Gardens,PARK,2019-10-17 10:00:00.000,2019-10-17 18:00:00.000,2019-10-18 08:05:37.000,2019-10-17
,PortAventura World,PARK,2019-03-23 10:00:00.000,2019-03-23 20:00:00.000,2019-03-24 09:00:47.000,2019-03-23
,Tivoli Gardens,PARK,2019-06-29 10:00:00.000,2019-06-29 20:00:00.000,2019-06-30 08:14:27.000,2019-06-29
,PortAventura World,PARK,2019-10-11 10:00:00.000,2019-10-11 20:00:00.000,2019-10-12 07:37:46.000,2019-10-11
,PortAventura World,PARK,2018-03-03 10:00:00.000,2018-03-03 22:00:00.000,2018-03-04 08:35:30.000,2018-03-03
,Tivoli Gardens,PARK,2020-01-25 08:30:00.000,2020-01-25 09:30:00.000,2020-01-26 07:58:32.000,2020-01-25
,Tivoli Gardens,PARK,2019-03-25 10:00:00.000,2019-03-25 18:00:00.000,2019-03-26 07:41:06.000,2019-03-25
,PortAventura World,PARK,2018-02-26 08:30:00.000,2018-02-26 09:30:00.000,2018-02-27 08:56:44.000,2018-02-26
,PortAventura World,PARK,2020-02-25 10:00:00.000,2020-02-25 20:00:00.000,2020-02-26 07:47:06.000,2020-02-25
,PortAventura World,PARK,2022-06-18 09:30:00.000,2022-06-18 23:00:00.000,2022-06-19 07:59:02.000,2022-06-18
,Tivoli Gardens,PARK,2019-06-29 08:30:00.000,2019-06-29 09:30:00.000,2019-06-30 08:14:27.000,2019-06-29
,Tivoli Gardens,PARK,2018-12-12 08:30:00.000,2018-12-12 09:30:00.000,2018-12-13 07:57:02.000,2018-12-12
,PortAventura World,PARK,2019-04-24 08:30:00.000,2019-04-24 09:30:00.000,2019-04-25 07:50:54.000,2019-04-24
,PortAventura World,PARK,2018-11-29 10:00:00.000,2018-11-29 19:00:00.000,2018-11-30 09:15:30.000,2018-11-29
,Tivoli Gardens,PARK,2019-01-13 10:00:00.000,2019-01-13 18:00:00.000,2019-01-14 06:58:25.000,2019-01-13
,PortAventura World,PARK,2019-01-26 08:30:00.000,2019-01-26 09:30:00.000,2019-01-27 07:48:03.000,2019-01-26
,PortAventura World,PARK,2018-08-20 10:00:00.000,2018-08-20 23:00:00.000,2018-08-21 08:22:14.000,2018-08-20
,PortAventura World,PARK,2018-06-21 10:00:00.000,2018-06-21 23:00:00.000,2018-06-22 07:38:36.000,2018-06-21
,Tivoli Gardens,PARK,2019-04-12 10:00:00.000,2019-04-12 20:00:00.000,2019-04-13 07:52:51.000,2019-04-12
,Tivoli Gardens,PARK,2019-01-01 10:00:00.000,2019-01-01 20:00:00.000,2019-01-02 09:08:56.000,2019-01-01
,PortAventura World,PARK,2018-02-15 10:00:00.000,2018-02-15 20:00:00.000,2018-02-16 08:24:03.000,2018-02-15
,Tivoli Gardens,PARK,2019-10-31 10:00:00.000,2019-10-31 21:00:00.000,2019-11-01 08:22:44.000,2019-10-31
,Tivoli Gardens,PARK,2019-06-09 08:30:00.000,2019-06-09 09:30:00.000,2019-06-10 07:54:28.000,2019-06-09
,Tivoli Gardens,PARK,2018-12-06 10:00:00.000,2018-12-06 18:00:00.000,2018-12-07 07:48:46.000,2018-12-06
,Tivoli Gardens,PARK,2022-05-26 08:30:00.000,2022-05-26 09:30:00.000,2022-05-27 16:45:39.000,2022-05-26
,Tivoli Gardens,PARK,2018-02-25 08:30:00.000,2018-02-25 09:30:00.000,2018-02-26 08:49:00.000,2018-02-25
,Tivoli Gardens,PARK,2019-01-06 08:00:00.000,2019-01-06 09:00:00.000,2019-01-07 07:36:36.000,2019-01-06
,Tivoli Gardens,PARK,2018-12-23 08:00:00.000,2018-12-23 09:00:00.000,2018-12-24 07:18:25.000,2018-12-23
,PortAventura World,PARK,2018-11-22 10:00:00.000,2018-11-22 19:00:00.000,2018-11-23 08:40:27.000,2018-11-22
,Tivoli Gardens,PARK,2018-11-16 10:00:00.000,2018-11-16 18:00:00.000,2018-11-17 08:26:09.000,2018-11-16
,Tivoli Gardens,PARK,2019-08-14 10:00:00.000,2019-08-14 20:00:00.000,2019-08-15 08:15:28.000,2019-08-14
,PortAventura World,PARK,2019-04-25 08:30:00.000,2019-04-25 09:30:00.000,2019-04-26 08:41:07.000,2019-04-25
,PortAventura World,PARK,2019-02-17 10:00:00.000,2019-02-17 19:00:00.000,2019-02-18 07:24:29.000,2019-02-17
,PortAventura World,PARK,2018-07-10 08:30:00.000,2018-07-10 09:30:00.000,2018-07-11 07:54:13.000,2018-07-10
,PortAventura World,PARK,2018-08-27 08:30:00.000,2018-08-27 09:30:00.000,2018-08-28 07:45:22.000,2018-08-27
,PortAventura World,PARK,2019-11-19 08:30:00.000,2019-11-19 09:30:00.000,2019-11-20 07:59:08.000,2019-11-19
,PortAventura World,PARK,2019-05-03 10:00:00.000,2019-05-03 22:00:00.000,2019-05-04 07:28:15.000,2019-05-03
,PortAventura World,PARK,2019-09-14 08:30:00.000,2019-09-14 09:30:00.000,2019-09-15 08:55:48.000,2019-09-14
,Tivoli Gardens,PARK,2022-08-07 09:30:00.000,2022-08-07 21:00:00.000,2022-08-08 07:39:52.000,2022-08-07
,PortAventura World,PARK,2019-06-09 10:00:00.000,2019-06-09 23:00:00.000,2019-06-10 07:54:27.000,2019-06-09
,Tivoli Gardens,PARK,2019-07-25 08:30:00.000,2019-07-25 09:30:00.000,2019-07-26 09:24:58.000,2019-07-25
,PortAventura World,PARK,2018-01-05 08:00:00.000,2018-01-05 09:00:00.000,2018-01-06 09:16:58.000,2018-01-05
,Tivoli Gardens,PARK,2019-01-25 08:30:00.000,2019-01-25 09:30:00.000,2019-01-26 07:44:47.000,2019-01-25
,PortAventura World,PARK,2018-02-16 10:00:00.000,2018-02-16 20:00:00.000,2018-02-17 08:41:56.000,2018-02-16
,Tivoli Gardens,PARK,2019-12-11 10:00:00.000,2019-12-11 18:00:00.000,2019-12-12 09:08:25.000,2019-12-11
,PortAventura World,PARK,2022-05-22 09:30:00.000,2022-05-22 23:00:00.000,2022-05-23 07:52:14.000,2022-05-22
,PortAventura World,PARK,2018-06-27 10:00:00.000,2018-06-27 23:00:00.000,2018-06-28 08:56:56.000,2018-06-27
,Tivoli Gardens,PARK,2018-06-30 08:30:00.000,2018-06-30 09:30:00.000,2018-07-01 08:20:51.000,2018-06-30
,PortAventura World,PARK,2022-05-04 08:30:00.000,2022-05-04 09:30:00.000,2022-05-05 08:47:16.000,2022-05-04
,PortAventura World,PARK,2022-07-26 08:30:00.000,2022-07-26 09:30:00.000,2022-07-27 09:04:02.000,2022-07-26
,PortAventura World,PARK,2019-03-19 08:30:00.000,2019-03-19 09:30:00.000,2019-03-20 07:38:59.000,2019-03-19
,Tivoli Gardens,PARK,2019-11-29 10:00:00.000,2019-11-29 18:00:00.000,2019-11-30 07:43:14.000,2019-11-29
,PortAventura World,PARK,2019-08-07 08:30:00.000,2019-08-07 09:30:00.000,2019-08-08 07:44:49.000,2019-08-07
,Tivoli Gardens,PARK,2019-01-27 10:00:00.000,2019-01-27 18:30:00.000,2019-01-28 07:26:48.000,2019-01-27
,PortAventura World,PARK,2018-01-23 10:00:00.000,2018-01-23 19:00:00.000,2018-01-24 07:44:15.000,2018-01-23
,PortAventura World,PARK,2018-10-21 08:30:00.000,2018-10-21 09:30:00.000,2018-10-22 07:30:35.000,2018-10-21
,Tivoli Gardens,PARK,2022-05-29 09:30:00.000,2022-05-29 20:00:00.000,2022-05-30 08:26:50.000,2022-05-29
,Tivoli Gardens,PARK,2018-10-14 08:30:00.000,2018-10-14 09:30:00.000,2018-10-15 08:02:09.000,2018-10-14
,Tivoli Gardens,PARK,2019-04-08 08:30:00.000,2019-04-08 09:30:00.000,2019-04-09 07:45:32.000,2019-04-08
,PortAventura World,PARK,2018-07-30 08:30:00.000,2018-07-30 09:30:00.000,2018-07-31 09:01:00.000,2018-07-30
,PortAventura World,PARK,2018-04-26 08:30:00.000,2018-04-26 09:30:00.000,2018-04-27 07:59:44.000,2018-04-26
,PortAventura World,PARK,2019-02-05 08:30:00.000,2019-02-05 09:30:00.000,2019-02-06 08:37:17.000,2019-02-05
,PortAventura World,PARK,2018-02-11 08:30:00.000,2018-02-11 09:30:00.000,2018-02-12 07:34:34.000,2018-02-11
,PortAventura World,PARK,2018-04-18 10:00:00.000,2018-04-18 22:00:00.000,2018-04-19 09:05:13.000,2018-04-18
,PortAventura World,PARK,2018-03-31 08:30:00.000,2018-03-31 09:30:00.000,2018-04-01 09:29:59.000,2018-03-31
,Tivoli Gardens,PARK,2019-04-09 08:30:00.000,2019-04-09 09:30:00.000,2019-04-10 07:50:56.000,2019-04-09
,PortAventura World,PARK,2018-09-29 08:30:00.000,2018-09-29 09:30:00.000,2018-09-30 08:09:52.000,2018-09-29
,Tivoli Gardens,PARK,2018-08-04 08:30:00.000,2018-08-04 09:30:00.000,2018-08-05 08:07:24.000,2018-08-04
,PortAventura World,PARK,2020-02-19 10:00:00.000,2020-02-19 20:00:00.000,2020-02-20 08:49:30.000,2020-02-19
,Tivoli Gardens,PARK,2018-10-26 08:30:00.000,2018-10-26 09:30:00.000,2018-10-27 08:08:30.000,2018-10-26
,Tivoli Gardens,PARK,2019-04-24 10:00:00.000,2019-04-24 20:00:00.000,2019-04-25 07:50:56.000,2019-04-24
,Tivoli Gardens,PARK,2018-11-30 10:00:00.000,2018-11-30 18:00:00.000,2018-12-01 08:34:35.000,2018-11-30
,Tivoli Gardens,PARK,2019-03-02 08:30:00.000,2019-03-02 09:30:00.000,2019-03-03 08:12:49.000,2019-03-02
,PortAventura World,PARK,2018-07-28 08:30:00.000,2018-07-28 09:30:00.000,2018-07-29 07:42:56.000,2018-07-28
,PortAventura World,PARK,2018-03-11 08:30:00.000,2018-03-11 09:30:00.000,2018-03-12 07:48:53.000,2018-03-11
,Tivoli Gardens,PARK,2018-09-29 10:00:00.000,2018-09-29 19:00:00.000,2018-09-30 08:09:55.000,2018-09-29
,Tivoli Gardens,PARK,2022-05-18 09:30:00.000,2022-05-18 20:00:00.000,2022-05-19 09:14:15.000,2022-05-18
,Tivoli Gardens,PARK,2019-05-29 10:00:00.000,2019-05-29 19:00:00.000,2019-05-30 07:46:28.000,2019-05-29
,PortAventura World,PARK,2018-05-07 10:00:00.000,2018-05-07 22:30:00.000,2018-05-09 07:49:58.000,2018-05-07
,Tivoli Gardens,PARK,2019-02-26 08:30:00.000,2019-02-26 09:30:00.000,2019-02-27 08:17:58.000,2019-02-26
,Tivoli Gardens,PARK,2018-01-15 10:00:00.000,2018-01-15 19:00:00.000,2018-01-16 08:29:29.000,2018-01-15
,PortAventura World,PARK,2019-09-15 10:00:00.000,2019-09-15 21:00:00.000,2019-09-16 07:44:36.000,2019-09-15
,Tivoli Gardens,PARK,2018-02-17 08:30:00.000,2018-02-17 09:30:00.000,2018-02-18 08:50:32.000,2018-02-17
,Tivoli Gardens,PARK,2019-11-16 08:30:00.000,2019-11-16 09:30:00.000,2019-11-17 08:07:50.000,2019-11-16
,Tivoli Gardens,PARK,2019-12-22 09:00:00.000,2019-12-22 20:00:00.000,2019-12-23 07:18:49.000,2019-12-22
,Tivoli Gardens,PARK,2019-09-12 10:00:00.000,2019-09-12 18:00:00.000,2019-09-13 08:03:38.000,2019-09-12
,PortAventura World,PARK,2018-06-29 08:30:00.000,2018-06-29 09:30:00.000,2018-06-30 08:53:17.000,2018-06-29
,PortAventura World,PARK,2018-02-13 10:00:00.000,2018-02-13 20:00:00.000,2018-09-03 17:37:02.000,2018-02-13
,Tivoli Gardens,PARK,2018-05-22 10:00:00.000,2018-05-22 19:00:00.000,2018-05-23 07:45:47.000,2018-05-22
,PortAventura World,PARK,2018-02-16 08:30:00.000,2018-02-16 09:30:00.000,2018-02-17 08:41:56.000,2018-02-16
,PortAventura World,PARK,2018-10-16 10:00:00.000,2018-10-16 20:00:00.000,2018-10-17 08:03:59.000,2018-10-16
,Tivoli Gardens,PARK,2019-07-13 10:00:00.000,2019-07-13 20:00:00.000,2019-07-14 07:18:39.000,2019-07-13
,PortAventura World,PARK,2020-02-03 10:00:00.000,2020-02-03 19:00:00.000,2020-02-04 07:56:35.000,2020-02-03
,PortAventura World,PARK,2019-04-28 10:00:00.000,2019-04-28 22:00:00.000,2019-04-29 07:21:56.000,2019-04-28
,Tivoli Gardens,PARK,2018-01-30 08:30:00.000,2018-01-30 09:30:00.000,2018-01-31 08:56:31.000,2018-01-30
,PortAventura World,PARK,2019-12-03 10:00:00.000,2019-12-03 19:00:00.000,2019-12-04 08:14:15.000,2019-12-03
,Tivoli Gardens,PARK,2022-05-30 08:30:00.000,2022-05-30 09:30:00.000,2022-05-31 08:18:41.000,2022-05-30
,PortAventura World,PARK,2018-10-25 08:30:00.000,2018-10-25 09:30:00.000,2018-10-26 08:54:02.000,2018-10-25
,Tivoli Gardens,PARK,2019-05-13 10:00:00.000,2019-05-13 19:00:00.000,2019-05-14 07:41:29.000,2019-05-13
,PortAventura World,PARK,2018-08-01 08:30:00.000,2018-08-01 09:30:00.000,2018-08-02 08:16:02.000,2018-08-01
,Tivoli Gardens,PARK,2022-06-22 09:30:00.000,2022-06-22 20:00:00.000,2022-06-23 08:05:19.000,2022-06-22
,Tivoli Gardens,PARK,2022-05-14 08:30:00.000,2022-05-14 09:30:00.000,2022-05-15 07:47:55.000,2022-05-14
,Tivoli Gardens,PARK,2018-09-27 08:30:00.000,2018-09-27 09:30:00.000,2018-09-28 07:39:41.000,2018-09-27
,PortAventura World,PARK,2019-11-02 08:30:00.000,2019-11-02 09:30:00.000,2019-11-03 08:09:31.000,2019-11-02
,Tivoli Gardens,PARK,2018-04-19 10:00:00.000,2018-04-19 19:00:00.000,2018-04-20 08:23:09.000,2018-04-19
,PortAventura World,PARK,2019-07-16 08:30:00.000,2019-07-16 09:30:00.000,2019-07-17 07:43:32.000,2019-07-16
,Tivoli Gardens,PARK,2018-05-20 08:30:00.000,2018-05-20 09:30:00.000,2018-05-21 07:44:53.000,2018-05-20
,PortAventura World,PARK,2018-01-19 10:00:00.000,2018-01-19 19:00:00.000,2018-01-20 09:00:21.000,2018-01-19
,PortAventura World,PARK,2020-01-03 08:00:00.000,2020-01-03 09:00:00.000,2020-01-04 08:10:27.000,2020-01-03
,Tivoli Gardens,PARK,2018-04-20 08:30:00.000,2018-04-20 09:30:00.000,2018-04-21 07:48:56.000,2018-04-20
,Tivoli Gardens,PARK,2022-05-21 08:30:00.000,2022-05-21 09:30:00.000,2022-05-22 07:52:21.000,2022-05-21
,Tivoli Gardens,PARK,2018-07-21 08:30:00.000,2018-07-21 09:30:00.000,2018-07-22 07:46:28.000,2018-07-21
,Tivoli Gardens,PARK,2018-01-18 08:30:00.000,2018-01-18 09:30:00.000,2018-01-19 08:12:40.000,2018-01-18
,PortAventura World,PARK,2018-06-23 10:00:00.000,2018-06-23 23:00:00.000,2018-06-24 07:36:27.000,2018-06-23
,PortAventura World,PARK,2018-01-22 08:30:00.000,2018-01-22 09:30:00.000,2018-01-23 09:02:03.000,2018-01-22
,Tivoli Gardens,PARK,2018-05-12 08:30:00.000,2018-05-12 09:30:00.000,2018-05-13 07:41:34.000,2018-05-12
,Tivoli Gardens,PARK,2019-11-11 10:00:00.000,2019-11-11 18:00:00.000,2019-11-12 07:18:49.000,2019-11-11
,Tivoli Gardens,PARK,2022-08-10 09:30:00.000,2022-08-10 21:00:00.000,2022-08-11 07:59:20.000,2022-08-10
,Tivoli Gardens,PARK,2019-06-22 10:00:00.000,2019-06-22 20:00:00.000,2019-06-23 09:11:40.000,2019-06-22
,PortAventura World,PARK,2018-05-09 10:00:00.000,2018-05-09 22:30:00.000,2018-05-10 07:42:53.000,2018-05-09
,PortAventura World,PARK,2018-01-13 08:30:00.000,2018-01-13 09:30:00.000,2018-01-14 08:29:13.000,2018-01-13
,Tivoli Gardens,PARK,2018-04-24 10:00:00.000,2018-04-24 19:00:00.000,2018-04-25 09:48:41.000,2018-04-24
,Tivoli Gardens,PARK,2022-06-08 09:30:00.000,2022-06-08 19:00:00.000,2022-06-09 08:10:27.000,2022-06-08
,PortAventura World,PARK,2022-06-30 08:30:00.000,2022-06-30 09:30:00.000,2022-07-01 09:18:41.000,2022-06-30
,PortAventura World,PARK,2019-03-18 10:00:00.000,2019-03-18 20:00:00.000,2019-03-19 07:46:33.000,2019-03-18
,PortAventura World,PARK,2019-09-26 10:00:00.000,2019-09-26 20:30:00.000,2019-09-27 07:38:55.000,2019-09-26
,Tivoli Gardens,PARK,2018-07-02 10:00:00.000,2018-07-02 19:00:00.000,2018-07-03 07:48:06.000,2018-07-02
,PortAventura World,PARK,2022-04-24 09:30:00.000,2022-04-24 23:00:00.000,2022-04-25 08:19:17.000,2022-04-24
,PortAventura World,PARK,2022-06-08 08:30:00.000,2022-06-08 09:30:00.000,2022-06-09 08:10:26.000,2022-06-08
,PortAventura World,PARK,2019-08-26 10:00:00.000,2019-08-26 23:00:00.000,2019-08-27 07:47:06.000,2019-08-26
,Tivoli Gardens,PARK,2018-02-14 08:30:00.000,2018-02-14 09:30:00.000,2018-02-15 09:20:27.000,2018-02-14
,Tivoli Gardens,PARK,2018-06-08 08:30:00.000,2018-06-08 09:30:00.000,2018-06-09 07:28:52.000,2018-06-08
,PortAventura World,PARK,2018-01-26 10:00:00.000,2018-01-26 19:00:00.000,2018-01-27 08:54:26.000,2018-01-26
,PortAventura World,PARK,2018-11-10 10:00:00.000,2018-11-10 22:00:00.000,2018-11-11 08:21:49.000,2018-11-10
,PortAventura World,PARK,2018-04-05 08:30:00.000,2018-04-05 09:30:00.000,2018-04-06 09:20:36.000,2018-04-05
,PortAventura World,PARK,2020-02-15 08:30:00.000,2020-02-15 09:30:00.000,2020-02-16 07:24:27.000,2020-02-15
,PortAventura World,PARK,2018-04-14 10:00:00.000,2018-04-14 22:00:00.000,2018-04-15 08:58:40.000,2018-04-14
,Tivoli Gardens,PARK,2020-02-27 08:30:00.000,2020-02-27 09:30:00.000,2020-02-28 07:43:01.000,2020-02-27
,Tivoli Gardens,PARK,2018-02-12 08:30:00.000,2018-02-12 09:30:00.000,2018-02-13 08:30:13.000,2018-02-12
,Tivoli Gardens,PARK,2018-06-04 10:00:00.000,2018-06-04 19:00:00.000,2018-06-05 08:29:07.000,2018-06-04
,PortAventura World,PARK,2022-07-20 08:30:00.000,2022-07-20 09:30:00.000,2022-07-21 07:59:07.000,2022-07-20
,PortAventura World,PARK,2019-12-13 08:30:00.000,2019-12-13 09:30:00.000,2019-12-14 07:59:28.000,2019-12-13
,Tivoli Gardens,PARK,2018-04-08 10:00:00.000,2018-04-08 20:00:00.000,2018-04-09 07:40:26.000,2018-04-08
,Tivoli Gardens,PARK,2018-08-10 08:30:00.000,2018-08-10 09:30:00.000,2018-08-11 08:33:08.000,2018-08-10
,PortAventura World,PARK,2019-10-17 08:30:00.000,2019-10-17 09:30:00.000,2019-10-18 08:05:36.000,2019-10-17
,Tivoli Gardens,PARK,2022-04-13 08:30:00.000,2022-04-13 09:30:00.000,2022-04-14 07:57:41.000,2022-04-13
,Tivoli Gardens,PARK,2020-02-09 10:00:00.000,2020-02-09 19:00:00.000,2020-02-10 07:42:49.000,2020-02-09
,PortAventura World,PARK,2019-11-27 10:00:00.000,2019-11-27 19:00:00.000,2019-11-28 07:43:53.000,2019-11-27
,PortAventura World,PARK,2018-05-21 10:00:00.000,2018-05-21 23:00:00.000,2018-05-22 08:48:03.000,2018-05-21
,Tivoli Gardens,PARK,2019-11-13 10:00:00.000,2019-11-13 18:00:00.000,2019-11-14 08:18:02.000,2019-11-13
,Tivoli Gardens,PARK,2019-08-08 10:00:00.000,2019-08-08 20:00:00.000,2019-08-09 07:49:03.000,2019-08-08
,PortAventura World,PARK,2018-11-20 10:00:00.000,2018-11-20 19:00:00.000,2018-11-21 08:56:05.000,2018-11-20
,Tivoli Gardens,PARK,2019-12-19 10:00:00.000,2019-12-19 18:00:00.000,2019-12-20 08:13:20.000,2019-12-19
,PortAventura World,PARK,2022-05-12 08:30:00.000,2022-05-12 09:30:00.000,2022-05-20 18:11:36.000,2022-05-12
,PortAventura World,PARK,2018-02-12 10:00:00.000,2018-02-12 20:00:00.000,2018-02-13 08:30:12.000,2018-02-12
,Tivoli Gardens,PARK,2019-06-26 10:00:00.000,2019-06-26 19:00:00.000,2019-06-27 09:36:50.000,2019-06-26
,Tivoli Gardens,PARK,2022-05-09 08:30:00.000,2022-05-09 09:30:00.000,2022-05-10 08:09:41.000,2022-05-09
,PortAventura World,PARK,2019-08-23 08:30:00.000,2019-08-23 09:30:00.000,2019-08-24 08:16:22.000,2019-08-23
